"","space","start","end","width","peak","feature","names","strand","start_position","end_position","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","external_gene_name","V1","V2","V3","V5","V6","V7","V8","V9"
"360","10",95194640,95195478,839,"peak360","ENSG00000173124","peak360 ENSG00000173124","+",95194200,95228928,"inside",440,440,"NearestStart","ACSM6","chr10",95194640,95195478,274,".",436.13,-1,-1
"361","10",95197622,95198017,396,"peak361","ENSG00000173124","peak361 ENSG00000173124","+",95194200,95228928,"inside",3422,3422,"NearestStart","ACSM6","chr10",95197622,95198017,69,".",109.62,-1,-1
"362","10",95205201,95205720,520,"peak362","ENSG00000173124","peak362 ENSG00000173124","+",95194200,95228928,"inside",11001,11001,"NearestStart","ACSM6","chr10",95205201,95205720,86,".",137.53,-1,-1
"363","10",95241888,95242212,325,"peak363","ENSG00000234026","peak363 ENSG00000234026","-",95228243,95231144,"upstream",-10744,10744,"NearestStart","RP11-310E22.4","chr10",95241888,95242212,63,".",100.11,-1,-1
"364","10",95501051,95501461,411,"peak364","ENSG00000095637","peak364 ENSG00000095637","-",95311771,95561414,"inside",60363,59953,"NearestStart","SORBS1","chr10",95501051,95501461,125,".",198.66,-1,-1
"365","10",95506618,95507113,496,"peak365","ENSG00000095637","peak365 ENSG00000095637","-",95311771,95561414,"inside",54796,54301,"NearestStart","SORBS1","chr10",95506618,95507113,106,".",169.8,-1,-1
"366","10",95535175,95535365,191,"peak366","ENSG00000095637","peak366 ENSG00000095637","-",95311771,95561414,"inside",26239,26049,"NearestStart","SORBS1","chr10",95535175,95535365,64,".",103.08,-1,-1
"367","10",95686538,95686793,256,"peak367","ENSG00000119977","peak367 ENSG00000119977","-",95663396,95694143,"inside",7605,7350,"NearestStart","TCTN3","chr10",95686538,95686793,71,".",113.39,-1,-1
"368","10",95786859,95787279,421,"peak368","ENSG00000240527","peak368 ENSG00000240527","+",95833508,95873758,"upstream",-46649,46229,"NearestStart","RP11-429G19.3","chr10",95786859,95787279,186,".",296.61,-1,-1
"369","10",95795988,95796441,454,"peak369","ENSG00000240527","peak369 ENSG00000240527","+",95833508,95873758,"upstream",-37520,37067,"NearestStart","RP11-429G19.3","chr10",95795988,95796441,92,".",146.92,-1,-1
"370","10",95835264,95835614,351,"peak370","ENSG00000240527","peak370 ENSG00000240527","+",95833508,95873758,"inside",1756,1756,"NearestStart","RP11-429G19.3","chr10",95835264,95835614,121,".",192.47,-1,-1
"371","10",99096716,99097351,636,"peak371","ENSG00000234109","peak371 ENSG00000234109","+",99047639,99048319,"downstream",49077,48397,"NearestStart","RPL7P36","chr10",99096716,99097351,109,".",173.86,-1,-1
"372","10",99334387,99334839,453,"peak372","ENSG00000119946","peak372 ENSG00000119946","+",99329099,99394330,"inside",5288,5288,"NearestStart","CNNM1","chr10",99334387,99334839,95,".",152.13,-1,-1
"373","10",100263311,100263673,363,"peak373","ENSG00000095485","peak373 ENSG00000095485","-",100232298,100267680,"inside",4369,4007,"NearestStart","CWF19L1","chr10",100263311,100263673,125,".",199.99,-1,-1
"374","10",100710597,100710836,240,"peak374","ENSG00000075891","peak374 ENSG00000075891","+",100735603,100829941,"upstream",-25006,24767,"NearestStart","PAX2","chr10",100710597,100710836,98,".",157.23,-1,-1
"375","10",101539619,101539888,270,"peak375","ENSG00000166171","peak375 ENSG00000166171","+",101570560,101609668,"upstream",-30941,30672,"NearestStart","DPCD","chr10",101539619,101539888,65,".",104.31,-1,-1
"376","10",103606631,103606926,296,"peak376","ENSG00000273108","peak376 ENSG00000273108","+",103608619,103610050,"upstream",-1988,1693,"NearestStart","RP11-416N2.4","chr10",103606631,103606926,94,".",149.71,-1,-1
"377","10",103724905,103725346,442,"peak377","ENSG00000280693","peak377 ENSG00000280693","+",103745966,103755423,"upstream",-21061,20620,"NearestStart","SH3PXD2A-AS1","chr10",103724905,103725346,95,".",151.36,-1,-1
"378","10",103880108,103880533,426,"peak378","ENSG00000260461","peak378 ENSG00000260461","-",103877374,103879761,"upstream",-347,347,"NearestStart","RP11-541N10.3","chr10",103880108,103880533,83,".",133.13,-1,-1
"379","10",104163573,104163842,270,"peak379","ENSG00000156384","peak379 ENSG00000156384","+",104122058,104126385,"downstream",41515,37188,"NearestStart","SFR1","chr10",104163573,104163842,116,".",184.34,-1,-1
"380","10",104418167,104418481,315,"peak380","ENSG00000225768","peak380 ENSG00000225768","-",104474939,104480274,"downstream",62107,56458,"NearestStart","RP11-127O4.3","chr10",104418167,104418481,95,".",151.75,-1,-1
"381","10",104467313,104467636,324,"peak381","ENSG00000225768","peak381 ENSG00000225768","-",104474939,104480274,"downstream",12961,7303,"NearestStart","RP11-127O4.3","chr10",104467313,104467636,64,".",102.71,-1,-1
"382","10",104470354,104470843,490,"peak382","ENSG00000225768","peak382 ENSG00000225768","-",104474939,104480274,"downstream",9920,4096,"NearestStart","RP11-127O4.3","chr10",104470354,104470843,402,".",639.45,-1,-1
"383","10",104534112,104534463,352,"peak383","ENSG00000225768","peak383 ENSG00000225768","-",104474939,104480274,"upstream",-53838,53838,"NearestStart","RP11-127O4.3","chr10",104534112,104534463,144,".",229.74,-1,-1
"384","10",104928142,104928439,298,"peak384","ENSG00000226387","peak384 ENSG00000226387","-",104664608,104666200,"upstream",-261942,261942,"NearestStart","SORCS3-AS1","chr10",104928142,104928439,224,".",356.8,-1,-1
"385","10",106240515,106240998,484,"peak385","ENSG00000229775","peak385 ENSG00000229775","+",106140264,106188722,"downstream",100251,51793,"NearestStart","RP11-298H24.1","chr10",106240515,106240998,267,".",424.65,-1,-1
"386","10",112193529,112193799,271,"peak386","ENSG00000119927","peak386 ENSG00000119927","-",112149864,112215377,"inside",21848,21578,"NearestStart","GPAM","chr10",112193529,112193799,70,".",112.01,-1,-1
"387","10",112549493,112549967,475,"peak387","ENSG00000234017","peak387 ENSG00000234017","-",112548632,112548872,"upstream",-621,621,"NearestStart","RP11-214N15.5","chr10",112549493,112549967,229,".",365.02,-1,-1
"388","10",112550428,112550778,351,"peak388","ENSG00000234017","peak388 ENSG00000234017","-",112548632,112548872,"upstream",-1556,1556,"NearestStart","RP11-214N15.5","chr10",112550428,112550778,124,".",197.4,-1,-1
"389","10",112550849,112551217,369,"peak389","ENSG00000234017","peak389 ENSG00000234017","-",112548632,112548872,"upstream",-1977,1977,"NearestStart","RP11-214N15.5","chr10",112550849,112551217,121,".",193.08,-1,-1
"390","10",112582347,112582686,340,"peak390","ENSG00000234017","peak390 ENSG00000234017","-",112548632,112548872,"upstream",-33475,33475,"NearestStart","RP11-214N15.5","chr10",112582347,112582686,125,".",199.87,-1,-1
"391","10",112867612,112867944,333,"peak391","ENSG00000225292","peak391 ENSG00000225292","+",112888735,112906111,"upstream",-21123,20791,"NearestStart","RP11-57H14.3","chr10",112867612,112867944,166,".",264.68,-1,-1
"392","10",115438319,115438941,623,"peak392","ENSG00000107518","peak392 ENSG00000107518","+",115093365,115948992,"inside",344954,344954,"NearestStart","ATRNL1","chr10",115438319,115438941,254,".",404.34,-1,-1
"393","10",115681736,115682038,303,"peak393","ENSG00000270965","peak393 ENSG00000270965","-",115819842,115820487,"downstream",138751,137804,"NearestStart","RP11-169K19.1","chr10",115681736,115682038,91,".",145.97,-1,-1
"394","10",117424295,117424514,220,"peak394","ENSG00000258114","peak394 ENSG00000258114","+",117425194,117490419,"upstream",-899,680,"NearestStart","CTA-109P11.4","chr10",117424295,117424514,85,".",136.27,-1,-1
"395","10",120141247,120141512,266,"peak395","ENSG00000221402","peak395 ENSG00000221402","-",120124132,120124226,"upstream",-17021,17021,"NearestStart","AL353664.1","chr10",120141247,120141512,255,".",406.08,-1,-1
"396","10",123271511,123271883,373,"peak396","ENSG00000270902","peak396 ENSG00000270902","-",123323422,123323586,"downstream",52075,51539,"NearestStart","RP11-338O1.3","chr10",123271511,123271883,81,".",129.17,-1,-1
"397","10",125503407,125503857,451,"peak397","ENSG00000233135","peak397 ENSG00000233135","-",125473686,125473932,"upstream",-29475,29475,"NearestStart","RPS27P18","chr10",125503407,125503857,91,".",144.78,-1,-1
"398","10",126713031,126713455,425,"peak398","ENSG00000154493","peak398 ENSG00000154493","-",126424997,126670446,"upstream",-42585,42585,"NearestStart","C10orf90","chr10",126713031,126713455,65,".",103.35,-1,-1
"399","10",127280490,127280791,302,"peak399","ENSG00000188916","peak399 ENSG00000188916","-",127135426,127196158,"upstream",-84332,84332,"NearestStart","FAM196A","chr10",127280490,127280791,77,".",123.73,-1,-1
"400","10",127313300,127313714,415,"peak400","ENSG00000188916","peak400 ENSG00000188916","-",127135426,127196158,"upstream",-117142,117142,"NearestStart","FAM196A","chr10",127313300,127313714,546,".",868.32,-1,-1
"401","10",127334990,127335297,308,"peak401","ENSG00000188916","peak401 ENSG00000188916","-",127135426,127196158,"upstream",-138832,138832,"NearestStart","FAM196A","chr10",127334990,127335297,125,".",198.99,-1,-1
"402","10",128606883,128607246,364,"peak402","ENSG00000234640","peak402 ENSG00000234640","-",128316282,128320214,"upstream",-286669,286669,"NearestStart","RP11-264E18.1","chr10",128606883,128607246,267,".",424.37,-1,-1
"403","10",129993019,129993329,311,"peak403","ENSG00000108001","peak403 ENSG00000108001","-",129835283,129963841,"upstream",-29178,29178,"NearestStart","EBF3","chr10",129993019,129993329,120,".",191.37,-1,-1
"404","10",132925029,132925276,248,"peak404","ENSG00000171811","peak404 ENSG00000171811","-",132808392,132942823,"inside",17794,17547,"NearestStart","CFAP46","chr10",132925029,132925276,102,".",162.87,-1,-1
"405","10",134352971,134353139,169,"peak405","ENSG00000213147","peak405 ENSG00000213147","+",133778246,133778699,"downstream",574725,574272,"NearestStart","RPL23AP60","chr10",134352971,134353139,65,".",103.44,-1,-1
"406","11",1783568,1783924,357,"peak406","ENSG00000230834","peak406 ENSG00000230834","-",1776930,1778388,"upstream",-5180,5180,"NearestStart","AC068580.7","chr11",1783568,1783924,172,".",274.08,-1,-1
"407","11",1817447,1818250,804,"peak407","ENSG00000149043","peak407 ENSG00000149043","+",1828307,1837521,"upstream",-10860,10057,"NearestStart","SYT8","chr11",1817447,1818250,827,".",1315.22,-1,-1
"408","11",6337039,6337337,299,"peak408","ENSG00000170955","peak408 ENSG00000170955","-",6318946,6320647,"upstream",-16392,16392,"NearestStart","PRKCDBP","chr11",6337039,6337337,134,".",213.14,-1,-1
"409","11",9131634,9131958,325,"peak409","ENSG00000175356","peak409 ENSG00000175356","-",9020391,9138114,"inside",6480,6156,"NearestStart","SCUBE2","chr11",9131634,9131958,158,".",251.48,-1,-1
"410","11",9132314,9132641,328,"peak410","ENSG00000175356","peak410 ENSG00000175356","-",9020391,9138114,"inside",5800,5473,"NearestStart","SCUBE2","chr11",9132314,9132641,97,".",154.13,-1,-1
"411","11",9896523,9896761,239,"peak411","ENSG00000252568","peak411 ENSG00000252568","-",9843815,9843876,"upstream",-52647,52647,"NearestStart","RNU7-28P","chr11",9896523,9896761,97,".",154.56,-1,-1
"412","11",9918401,9918828,428,"peak412","ENSG00000254765","peak412 ENSG00000254765","-",9958744,9959790,"downstream",41389,39916,"NearestStart","RP11-1H15.1","chr11",9918401,9918828,208,".",330.65,-1,-1
"413","11",10072088,10072391,304,"peak413","ENSG00000254865","peak413 ENSG00000254865","+",10149192,10165109,"upstream",-77104,76801,"NearestStart","RP11-748C4.1","chr11",10072088,10072391,65,".",103.82,-1,-1
"414","11",10764391,10764655,265,"peak414","ENSG00000198730","peak414 ENSG00000198730","+",10750987,10779743,"inside",13404,13404,"NearestStart","CTR9","chr11",10764391,10764655,76,".",122.29,-1,-1
"415","11",11476319,11476838,520,"peak415","ENSG00000255462","peak415 ENSG00000255462","+",11570084,11573782,"upstream",-93765,93246,"NearestStart","RP11-483L5.1","chr11",11476319,11476838,120,".",191.37,-1,-1
"416","11",12269936,12270392,457,"peak416","ENSG00000133808","peak416 ENSG00000133808","+",12276080,12359144,"upstream",-6144,5688,"NearestStart","MICALCL","chr11",12269936,12270392,228,".",362.62,-1,-1
"417","11",13356880,13357125,246,"peak417","ENSG00000222162","peak417 ENSG00000222162","+",13353208,13353523,"downstream",3672,3357,"NearestStart","RN7SKP151","chr11",13356880,13357125,94,".",149.36,-1,-1
"418","11",13713751,13714051,301,"peak418","ENSG00000200685","peak418 ENSG00000200685","-",13686550,13686658,"upstream",-27093,27093,"NearestStart","Y_RNA","chr11",13713751,13714051,100,".",159.74,-1,-1
"419","11",13802614,13803134,521,"peak419","ENSG00000255411","peak419 ENSG00000255411","+",13785390,13848002,"inside",17224,17224,"NearestStart","RP11-98J9.1","chr11",13802614,13803134,176,".",279.74,-1,-1
"420","11",13951041,13951412,372,"peak420","ENSG00000262655","peak420 ENSG00000262655","+",13962689,14267884,"upstream",-11648,11277,"NearestStart","SPON1","chr11",13951041,13951412,142,".",226.36,-1,-1
"421","11",15307925,15308491,567,"peak421","ENSG00000276762","peak421 ENSG00000276762","+",15378531,15378615,"upstream",-70606,70040,"NearestStart","AC105179.1","chr11",15307925,15308491,139,".",222.1,-1,-1
"422","11",15515538,15515850,313,"peak422","ENSG00000253072","peak422 ENSG00000253072","-",15481808,15481893,"upstream",-33645,33645,"NearestStart","snoMBII-202","chr11",15515538,15515850,123,".",196.05,-1,-1
"423","11",15636943,15637370,428,"peak423","ENSG00000254695","peak423 ENSG00000254695","+",15643885,15705368,"upstream",-6942,6515,"NearestStart","RP11-396O20.1","chr11",15636943,15637370,467,".",742.18,-1,-1
"424","11",15639949,15640590,642,"peak424","ENSG00000254695","peak424 ENSG00000254695","+",15643885,15705368,"upstream",-3936,3295,"NearestStart","RP11-396O20.1","chr11",15639949,15640590,143,".",227.93,-1,-1
"425","11",16176271,16176564,294,"peak425","ENSG00000221556","peak425 ENSG00000221556","+",16124316,16124396,"downstream",51955,51875,"NearestStart","AC103794.1","chr11",16176271,16176564,73,".",116.26,-1,-1
"426","11",17008815,17009009,195,"peak426","ENSG00000266493","peak426 ENSG00000266493","-",17007878,17007968,"upstream",-847,847,"NearestStart","AC116533.3","chr11",17008815,17009009,72,".",114.44,-1,-1
"427","11",17833788,17834538,751,"peak427","ENSG00000129159","peak427 ENSG00000129159","+",17734812,17783055,"downstream",98976,50733,"NearestStart","KCNC1","chr11",17833788,17834538,165,".",263.26,-1,-1
"428","11",17834952,17835503,552,"peak428","ENSG00000129159","peak428 ENSG00000129159","+",17734812,17783055,"downstream",100140,51897,"NearestStart","KCNC1","chr11",17834952,17835503,72,".",115.53,-1,-1
"429","11",28526739,28527152,414,"peak429","ENSG00000254606","peak429 ENSG00000254606","+",28516832,28519341,"downstream",9907,7398,"NearestStart","RP11-22P4.2","chr11",28526739,28527152,111,".",176.41,-1,-1
"430","11",28540349,28540858,510,"peak430","ENSG00000254606","peak430 ENSG00000254606","+",28516832,28519341,"downstream",23517,21008,"NearestStart","RP11-22P4.2","chr11",28540349,28540858,240,".",382.38,-1,-1
"431","11",30543237,30543562,326,"peak431","ENSG00000254489","peak431 ENSG00000254489","+",30584130,30630508,"upstream",-40893,40568,"NearestStart","RP5-1024C24.1","chr11",30543237,30543562,314,".",499.46,-1,-1
"432","11",30820100,30820373,274,"peak432","ENSG00000066382","peak432 ENSG00000066382","-",30384493,30586872,"upstream",-233228,233228,"NearestStart","MPPED2","chr11",30820100,30820373,71,".",114.16,-1,-1
"433","11",34311743,34311971,229,"peak433","ENSG00000254708","peak433 ENSG00000254708","-",34335118,34336003,"downstream",24260,23147,"NearestStart","RP1-145M24.1","chr11",34311743,34311971,70,".",111.41,-1,-1
"434","11",34592106,34592661,556,"peak434","ENSG00000255427","peak434 ENSG00000255427","+",34570876,34573982,"downstream",21230,18124,"NearestStart","RP11-350D17.2","chr11",34592106,34592661,85,".",135.16,-1,-1
"435","11",34653216,34654118,903,"peak435","ENSG00000135373","peak435 ENSG00000135373","+",34621093,34661057,"inside",32123,6939,"NearestStart","EHF","chr11",34653216,34654118,368,".",585.77,-1,-1
"436","11",34654962,34655622,661,"peak436","ENSG00000135373","peak436 ENSG00000135373","+",34621093,34661057,"inside",33869,5435,"NearestStart","EHF","chr11",34654962,34655622,319,".",506.79,-1,-1
"437","11",34655695,34656046,352,"peak437","ENSG00000135373","peak437 ENSG00000135373","+",34621093,34661057,"inside",34602,5011,"NearestStart","EHF","chr11",34655695,34656046,68,".",108.95,-1,-1
"438","11",34661518,34662180,663,"peak438","ENSG00000135373","peak438 ENSG00000135373","+",34621093,34661057,"downstream",40425,461,"NearestStart","EHF","chr11",34661518,34662180,153,".",244.48,-1,-1
"439","11",34676343,34676739,397,"peak439","ENSG00000271369","peak439 ENSG00000271369","+",34709600,34710161,"upstream",-33257,32861,"NearestStart","RP11-350D17.3","chr11",34676343,34676739,124,".",198.47,-1,-1
"440","11",34686545,34687342,798,"peak440","ENSG00000271369","peak440 ENSG00000271369","+",34709600,34710161,"upstream",-23055,22258,"NearestStart","RP11-350D17.3","chr11",34686545,34687342,391,".",622.07,-1,-1
"441","11",34689611,34690176,566,"peak441","ENSG00000271369","peak441 ENSG00000271369","+",34709600,34710161,"upstream",-19989,19424,"NearestStart","RP11-350D17.3","chr11",34689611,34690176,225,".",357.54,-1,-1
"442","11",34771534,34772160,627,"peak442","ENSG00000270491","peak442 ENSG00000270491","+",34742906,34743199,"downstream",28628,28335,"NearestStart","RP4-743O11.1","chr11",34771534,34772160,102,".",163.12,-1,-1
"443","11",35387507,35387736,230,"peak443","ENSG00000215380","peak443 ENSG00000215380","+",35374265,35374474,"downstream",13242,13033,"NearestStart","AC090625.1","chr11",35387507,35387736,163,".",259.95,-1,-1
"444","11",35411337,35411858,522,"peak444","ENSG00000255542","peak444 ENSG00000255542","+",35419057,35421002,"upstream",-7720,7199,"NearestStart","RP4-683L5.1","chr11",35411337,35411858,101,".",160.87,-1,-1
"445","11",35412492,35413111,620,"peak445","ENSG00000255542","peak445 ENSG00000255542","+",35419057,35421002,"upstream",-6565,5946,"NearestStart","RP4-683L5.1","chr11",35412492,35413111,83,".",133.4,-1,-1
"446","11",35575296,35575771,476,"peak446","ENSG00000254669","peak446 ENSG00000254669","-",35579430,35585310,"downstream",10014,3659,"NearestStart","RP5-945I17.2","chr11",35575296,35575771,173,".",275.85,-1,-1
"447","11",36167979,36168326,348,"peak447","ENSG00000280321","peak447 ENSG00000280321","+",36196248,36197901,"upstream",-28269,27922,"NearestStart","RP11-1110F20.1","chr11",36167979,36168326,94,".",149.36,-1,-1
"448","11",37406608,37406922,315,"peak448","ENSG00000275364","peak448 ENSG00000275364","+",37278322,37278417,"downstream",128286,128191,"NearestStart","AC087174.1","chr11",37406608,37406922,115,".",183.55,-1,-1
"449","11",37708619,37709088,470,"peak449","ENSG00000251838","peak449 ENSG00000251838","-",37702125,37702220,"upstream",-6399,6399,"NearestStart","SNORA31","chr11",37708619,37709088,190,".",302.93,-1,-1
"450","11",37710000,37710365,366,"peak450","ENSG00000251838","peak450 ENSG00000251838","-",37702125,37702220,"upstream",-7780,7780,"NearestStart","SNORA31","chr11",37710000,37710365,99,".",157.67,-1,-1
"451","11",38482425,38482822,398,"peak451","ENSG00000255477","peak451 ENSG00000255477","+",38498995,38500186,"upstream",-16570,16173,"NearestStart","RP11-63D14.1","chr11",38482425,38482822,137,".",218.28,-1,-1
"452","11",38812823,38813170,348,"peak452","ENSG00000254562","peak452 ENSG00000254562","+",38646476,38674241,"downstream",166347,138582,"NearestStart","LINC01493","chr11",38812823,38813170,82,".",131.51,-1,-1
"453","11",43665574,43665899,326,"peak453","ENSG00000243721","peak453 ENSG00000243721","+",43718676,43719146,"upstream",-53102,52777,"NearestStart","RPL23AP63","chr11",43665574,43665899,70,".",111.26,-1,-1
"454","11",44610913,44611211,299,"peak454","ENSG00000255092","peak454 ENSG00000255092","-",44606170,44608101,"upstream",-2812,2812,"NearestStart","RP11-58K22.4","chr11",44610913,44611211,147,".",233.78,-1,-1
"455","11",45007382,45007699,318,"peak455","ENSG00000254654","peak455 ENSG00000254654","+",44973902,44978028,"downstream",33480,29354,"NearestStart","AC068858.1","chr11",45007382,45007699,63,".",100.11,-1,-1
"456","11",45182804,45183193,390,"peak456","ENSG00000254664","peak456 ENSG00000254664","-",45215815,45235292,"downstream",52488,32622,"NearestStart","CTD-2560E9.3","chr11",45182804,45183193,187,".",298.61,-1,-1
"457","11",46385083,46385465,383,"peak457","ENSG00000180720","peak457 ENSG00000180720","-",46385098,46386608,"overlapEnd",1525,15,"NearestStart","CHRM4","chr11",46385083,46385465,84,".",134.05,-1,-1
"458","11",48063407,48063817,411,"peak458","ENSG00000263693","peak458 ENSG00000263693","+",48096782,48096858,"upstream",-33375,32965,"NearestStart","MIR3161","chr11",48063407,48063817,312,".",497.15,-1,-1
"459","11",48073736,48074199,464,"peak459","ENSG00000263693","peak459 ENSG00000263693","+",48096782,48096858,"upstream",-23046,22583,"NearestStart","MIR3161","chr11",48073736,48074199,97,".",154.62,-1,-1
"460","11",48077330,48077749,420,"peak460","ENSG00000263693","peak460 ENSG00000263693","+",48096782,48096858,"upstream",-19452,19033,"NearestStart","MIR3161","chr11",48077330,48077749,89,".",141.46,-1,-1
"461","11",48108019,48108403,385,"peak461","ENSG00000263693","peak461 ENSG00000263693","+",48096782,48096858,"downstream",11237,11161,"NearestStart","MIR3161","chr11",48108019,48108403,186,".",295.69,-1,-1
"462","11",48355104,48355467,364,"peak462","ENSG00000197161","peak462 ENSG00000197161","-",48345351,48352447,"upstream",-2657,2657,"NearestStart","OR4C4P","chr11",48355104,48355467,145,".",231.33,-1,-1
"463","11",48356791,48357259,469,"peak463","ENSG00000197161","peak463 ENSG00000197161","-",48345351,48352447,"upstream",-4344,4344,"NearestStart","OR4C4P","chr11",48356791,48357259,214,".",340.4,-1,-1
"464","11",50114688,50115059,372,"peak464","ENSG00000255199","peak464 ENSG00000255199","-",50100892,50102898,"upstream",-11790,11790,"NearestStart","RP11-227P3.1","chr11",50114688,50115059,117,".",186.19,-1,-1
"465","11",57519332,57519585,254,"peak465","ENSG00000149150","peak465 ENSG00000149150","-",57484534,57515786,"upstream",-3546,3546,"NearestStart","SLC43A1","chr11",57519332,57519585,71,".",113.9,-1,-1
"466","11",57546865,57547123,259,"peak466","ENSG00000214872","peak466 ENSG00000214872","+",57542641,57550274,"inside",4224,3151,"NearestStart","SMTNL1","chr11",57546865,57547123,65,".",104.31,-1,-1
"467","11",60099876,60100157,282,"peak467","ENSG00000149534","peak467 ENSG00000149534","+",60088261,60098466,"downstream",11615,1410,"NearestStart","MS4A2","chr11",60099876,60100157,87,".",138.79,-1,-1
"468","11",60137955,60138844,890,"peak468","ENSG00000254952","peak468 ENSG00000254952","-",60159687,60160822,"downstream",22867,20843,"NearestStart","AP001257.1","chr11",60137955,60138844,183,".",292.3,-1,-1
"469","11",60144044,60144473,430,"peak469","ENSG00000254952","peak469 ENSG00000254952","-",60159687,60160822,"downstream",16778,15214,"NearestStart","AP001257.1","chr11",60144044,60144473,96,".",152.65,-1,-1
"470","11",60468770,60469123,354,"peak470","ENSG00000156738","peak470 ENSG00000156738","+",60455752,60470760,"inside",13018,1637,"NearestStart","MS4A1","chr11",60468770,60469123,140,".",223.66,-1,-1
"471","11",60709746,60710065,320,"peak471","ENSG00000166959","peak471 ENSG00000166959","+",60699574,60715811,"inside",10172,5746,"NearestStart","MS4A8","chr11",60709746,60710065,131,".",209.42,-1,-1
"472","11",60710551,60710967,417,"peak472","ENSG00000166959","peak472 ENSG00000166959","+",60699574,60715811,"inside",10977,4844,"NearestStart","MS4A8","chr11",60710551,60710967,95,".",151.61,-1,-1
"473","11",61394160,61394594,435,"peak473","ENSG00000187049","peak473 ENSG00000187049","+",61391687,61398863,"inside",2473,2473,"NearestStart","TMEM216","chr11",61394160,61394594,104,".",166.19,-1,-1
"474","11",64206431,64206881,451,"peak474","ENSG00000149781","peak474 ENSG00000149781","+",64206678,64223886,"overlapStart",-247,203,"NearestStart","FERMT3","chr11",64206431,64206881,76,".",121.57,-1,-1
"475","11",64463643,64463802,160,"peak475","ENSG00000181908","peak475 ENSG00000181908","+",64449074,64451657,"downstream",14569,11986,"NearestStart","AP003774.4","chr11",64463643,64463802,77,".",123.03,-1,-1
"476","11",64644265,64644635,371,"peak476","ENSG00000237410","peak476 ENSG00000237410","+",64646399,64659681,"upstream",-2134,1764,"NearestStart","AP001092.4","chr11",64644265,64644635,136,".",217.08,-1,-1
"477","11",65147363,65147705,343,"peak477","ENSG00000222477","peak477 ENSG00000222477","+",65147584,65147778,"overlapStart",-221,73,"NearestStart","RNU2-23P","chr11",65147363,65147705,226,".",359.65,-1,-1
"478","11",65186013,65186503,491,"peak478","ENSG00000254614","peak478 ENSG00000254614","-",65177606,65181834,"upstream",-4179,4179,"NearestStart","AP003068.23","chr11",65186013,65186503,169,".",269.6,-1,-1
"479","11",65780283,65780713,431,"peak479","ENSG00000254470","peak479 ENSG00000254470","-",65775893,65780802,"inside",519,89,"NearestStart","AP5B1","chr11",65780283,65780713,119,".",189.2,-1,-1
"480","11",66795070,66795791,722,"peak480","ENSG00000254984","peak480 ENSG00000254984","-",66771246,66771667,"upstream",-23403,23403,"NearestStart","FTLP6","chr11",66795070,66795791,185,".",294.37,-1,-1
"481","11",66829636,66830050,415,"peak481","ENSG00000173653","peak481 ENSG00000173653","+",66842835,66846546,"upstream",-13199,12785,"NearestStart","RCE1","chr11",66829636,66830050,144,".",229.67,-1,-1
"482","11",67015960,67016487,528,"peak482","ENSG00000173227","peak482 ENSG00000173227","+",67006778,67050863,"inside",9182,9182,"NearestStart","SYT12","chr11",67015960,67016487,194,".",308.51,-1,-1
"483","11",67444992,67445245,254,"peak483","ENSG00000172725","peak483 ENSG00000172725","-",67435510,67443821,"upstream",-1171,1171,"NearestStart","CORO1B","chr11",67444992,67445245,105,".",168.19,-1,-1
"484","11",68065242,68065485,244,"peak484","ENSG00000255031","peak484 ENSG00000255031","+",68050740,68053762,"downstream",14502,11480,"NearestStart","RP11-802E16.3","chr11",68065242,68065485,71,".",113.39,-1,-1
"485","11",69330065,69330414,350,"peak485","ENSG00000213275","peak485 ENSG00000213275","-",69303412,69303807,"upstream",-26258,26258,"NearestStart","IFITM9P","chr11",69330065,69330414,408,".",648.47,-1,-1
"486","11",69332389,69332709,321,"peak486","ENSG00000213275","peak486 ENSG00000213275","-",69303412,69303807,"upstream",-28582,28582,"NearestStart","IFITM9P","chr11",69332389,69332709,76,".",121.54,-1,-1
"487","11",69706398,69706687,290,"peak487","ENSG00000162344","peak487 ENSG00000162344","-",69698232,69704642,"upstream",-1756,1756,"NearestStart","FGF19","chr11",69706398,69706687,140,".",223.66,-1,-1
"488","11",70015767,70016100,334,"peak488","ENSG00000254605","peak488 ENSG00000254605","-",70014858,70021059,"inside",5292,909,"NearestStart","RP11-626H12.2","chr11",70015767,70016100,116,".",184.66,-1,-1
"489","11",70449818,70450221,404,"peak489","ENSG00000227726","peak489 ENSG00000227726","-",70477277,70477592,"downstream",27774,27056,"NearestStart","AP001271.3","chr11",70449818,70450221,96,".",153.36,-1,-1
"490","11",70651942,70652317,376,"peak490","ENSG00000236262","peak490 ENSG00000236262","+",70646165,70647562,"downstream",5777,4380,"NearestStart","SHANK2-AS2","chr11",70651942,70652317,287,".",456.87,-1,-1
"491","11",72497387,72497884,498,"peak491","ENSG00000237408","peak491 ENSG00000237408","+",72478221,72479237,"downstream",19166,18150,"NearestStart","ART2BP","chr11",72497387,72497884,495,".",786.51,-1,-1
"492","11",72903336,72903695,360,"peak492","ENSG00000206638","peak492 ENSG00000206638","-",72869544,72869650,"upstream",-33686,33686,"NearestStart","RNU6-672P","chr11",72903336,72903695,110,".",175.01,-1,-1
